1,0,16630.5,-8318.22,-8312.32
2,200,16541.8,-7372.53,-9169.22
3,400,16420,-6416.54,-10003.5
4,600,16331.1,-5470.6,-10860.5
5,800,16073.7,-4465.77,-11607.9
6,1000,15777.9,-3452.31,-12325.6
7,1200,15408.1,-2424.03,-12984.1
8,1400,15039.9,-1394.13,-13645.7
9,1600,14524.6,-350.469,-14174.1
10,1800,14004,691.063,-14695
11,2000,13409.8,1728.96,-15138.7
12,2200,12813.1,2769.43,-15582.6
13,2400,12119.3,3792.35,-15911.7
14,2600,11348.1,4787.15,-16135.3
15,2800,10555.8,5767.78,-16323.6
16,3000,9731.92,6729.32,-16461.2
17,3200,8908.75,7697.34,-16606.1
18,3400,8005.05,8601.68,-16606.7
19,3600,7062.05,9459.04,-16521.1
20,3800,6102.9,10289.6,-16392.5
21,4000,5127.66,11093.7,-16221.3
22,4200,4134.93,11867.6,-16002.5
23,4400,3110.14,12548.8,-15659
24,4600,2083.96,13220.7,-15304.6
25,4800,1045.28,13818.9,-14864.2
26,5000,3.39399,14351.1,-14354.5
27,5200,-1038.52,14861.5,-13822.9
28,5400,-2074.92,15285.1,-13210.2
29,5600,-3108.35,15681.4,-12573
30,5800,-4128.59,16001.7,-11873.1
31,6000,-5134.57,16262.3,-11127.7
32,6200,-6109.25,16425.6,-10316.3
33,6400,-7056.18,16521.2,-9464.99
34,6600,-7999.9,16608.3,-8608.36
35,6800,-8906.91,16613.7,-7706.75
36,7000,-9741.74,16487.8,-6746.11
37,7200,-10565.4,16347.7,-5782.26
38,7400,-11343.4,16137.2,-4793.76
39,7600,-12076,15862.9,-3786.87
40,7800,-12775.2,15544.1,-2768.86
41,8000,-13415.5,15152.4,-1736.97
42,8200,-14024.8,14723.8,-699.067
43,8400,-14584.6,14239.4,345.181
44,8600,-15037.6,13650.2,1387.41
45,8800,-15374.2,12961.8,2412.38
46,9000,-15739.9,12302.1,3437.84
47,9200,-16084.9,11622.1,4462.82
48,9400,-16293.4,10841.4,5451.99
49,9600,-16422,10010.6,6411.4
50,9800,-16552.7,9181.2,7371.53
51,10000,-16604.6,8305.25,8299.36
52,10200,-16571.1,7385.62,9185.49
53,10400,-16432.6,6421.45,10011.1
54,10600,-16316.7,5465.78,10850.9
55,10800,-16068.2,4464.24,11603.9
56,11000,-15772.3,3451.1,12321.2
57,11200,-15399.9,2422.74,12977.2
58,11400,-15076.7,1397.55,13679.1
59,11600,-14510.4,350.128,14160.3
60,11800,-14022.2,-691.962,14714.1
61,12000,-13424,-1730.81,15154.8
62,12200,-12752.5,-2756.31,15508.8
63,12400,-12133.2,-3796.71,15929.9
64,12600,-11337.7,-4782.77,16120.5
65,12800,-10557.5,-5768.7,16326.2
66,13000,-9760.36,-6748.98,16509.3
67,13200,-8909.98,-7698.4,16608.4
68,13400,-7987.44,-8582.75,16570.2
69,13600,-7074.46,-9475.68,16550.1
70,13800,-6122.02,-10321.9,16443.9
71,14000,-5133.23,-11105.7,16238.9
72,14200,-4126.68,-11843.9,15970.6
73,14400,-3110.33,-12549.6,15659.9
74,14600,-2082.79,-13213.3,15296.1
75,14800,-1046.17,-13830.6,14876.7
76,15000,-3.40279,-14388.3,14391.7
77,15200,1038.87,-14866.5,13827.6
78,15400,2076.71,-15298.3,13221.6
79,15600,3109.49,-15687.1,12577.6
80,15800,4119.82,-15967.7,11847.8
81,16000,5114.47,-16198.6,11084.1
82,16200,6111.14,-16430.7,10319.5
83,16400,7074.11,-16563.2,9489.04
84,16600,7972.59,-16551.6,8578.98
85,16800,8875.56,-16555.2,7679.63
86,17000,9735.84,-16477.9,6742.02
87,17200,10555.2,-16331.8,5776.65
88,17400,11358.4,-16158.5,4800.1
89,17600,12076.6,-15863.6,3787.05
90,17800,12782.6,-15553.1,2770.47
91,18000,13412.6,-15149.2,1736.6
92,18200,14011.7,-14710.2,698.419
93,18400,14525.9,-14182.1,-343.793
94,18600,15011.1,-13626.1,-1384.96
95,18800,15396.7,-12980.7,-2415.91
96,19000,15776.6,-12330.8,-3445.85
97,19200,16054.2,-11599.9,-4454.28
98,19400,16238.8,-10805.1,-5433.71
99,19600,16475.3,-10043.1,-6432.21
100,19800,16593.9,-9204.03,-7389.86
101,20000,16606,-8305.95,-8300.06
102,20200,16584.7,-7391.67,-9193.02
103,20400,16450.9,-6428.62,-10022.3
104,20600,16295.2,-5458.58,-10836.6
105,20800,16046.9,-4458.33,-11588.6
106,21000,15837,-3465.25,-12371.7
107,21200,15426.1,-2426.86,-12999.3
108,21400,15026.9,-1392.94,-13634
109,21600,14552.1,-351.133,-14200.9
110,21800,14006.2,691.176,-14697.4
111,22000,13447.2,1733.79,-15181
112,22200,12804.3,2767.53,-15571.9
113,22400,12103.9,3787.53,-15891.4
114,22600,11367.3,4795.22,-16162.5
115,22800,10574.7,5778.1,-16352.8
116,23000,9767.22,6753.73,-16521
117,23200,8911.58,7699.79,-16611.4
118,23400,8012.42,8609.59,-16622
119,23600,7074.22,9475.35,-16549.6
120,23800,6114.1,10308.5,-16422.6
121,24000,5132.42,11104,-16236.4
122,24200,4141.08,11885.2,-16026.3
123,24400,3123.94,12604.5,-15728.5
124,24600,2083.01,13214.7,-15297.7
125,24800,1043.84,13799.8,-14843.6
126,25000,3.40307,14389.5,-14392.9
127,25200,-1037.88,14852.3,-13814.4
128,25400,-2076.18,15294.4,-13218.2
129,25600,-3104.26,15660.7,-12556.5
130,25800,-4120.09,15968.7,-11848.6
131,26000,-5121.8,16221.8,-11100
132,26200,-6107.54,16421,-10313.4
133,26400,-7073.23,16561.1,-9487.87
134,26600,-7992.06,16592,-8599.93
135,26800,-8900,16600.8,-7700.78
136,27000,-9767.35,16531.2,-6763.84
137,27200,-10564.2,16345.8,-5781.6
138,27400,-11368.8,16173.3,-4804.48
139,27600,-12105.1,15901,-3795.98
140,27800,-12795.1,15568.3,-2773.18
141,28000,-13416.7,15153.9,-1737.14
142,28200,-14009.1,14707.4,-698.287
143,28400,-14534.8,14190.8,344.002
144,28600,-14994.1,13610.7,1383.4
145,28800,-15440.9,13018.1,2422.86
146,29000,-15789.2,12340.6,3448.61
147,29200,-16123,11649.6,4473.38
148,29400,-16259.6,10818.9,5440.68
149,29600,-16475.3,10043.1,6432.2
150,29800,-16572.3,9192.08,7380.27
151,30000,-16615.2,8310.56,8304.67
152,30200,-16564.9,7382.83,9182.03
153,30400,-16532.3,6460.43,10071.9
